id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
835,20160812T000000,680645,2,3.82,515,14261,2.0,0,0,3,11,2764,0,1913,0,98004,47.240155,-121.758893,3747,9989
836,20160813T000000,806796,1,3.88,744,12831,2.0,0,0,3,10,1851,0,2011,0,98008,47.179254,-122.240902,4148,1531
837,20160814T000000,2034714,4,4.26,1426,12357,2.0,0,0,4,9,3384,0,1954,0,98008,47.689903,-122.1559,1812,11109
838,20160815T000000,363522,4,2.9,3678,5435,2.5,0,0,3,7,3321,357,1908,0,98001,47.280954,-121.509528,1573,14151
839,20160816T000000,1674642,4,1.7,2676,3644,1.0,0,0,5,11,3594,0,1914,0,98002,47.299289,-122.125736,4599,5137
840,20160817T000000,525484,5,3.16,1386,14044,1.5,0,0,4,7,1169,217,1936,0,98005,47.771956,-121.739198,2154,12608
841,20160818T000000,679843,2,3.6,840,2045,2.5,0,1,3,10,1217,0,1949,0,98002,47.365361,-122.047275,4247,1598
842,20160819T000000,1344448,4,3.58,2551,12748,1.0,0,0,4,11,2857,0,1983,0,98007,47.10671,-121.706655,4588,8428
843,20160820T000000,381617,3,2.83,3898,8951,1.0,0,0,3,9,3146,752,1971,0,98007,47.298692,-121.730977,2393,9497
844,20160821T000000,1201772,4,1.24,4450,7449,2.0,0,0,4,10,766,3684,1995,0,98006,47.18351,-121.832244,1785,5904
845,20160822T000000,773711,4,2.3,805,3681,1.0,0,0,3,10,1938,0,2010,0,98003,47.171966,-121.645222,1034,3909
846,20160823T000000,926466,4,4.22,1407,4199,1.0,0,3,3,7,3193,0,1920,0,98007,47.154241,-121.560782,3947,14551
847,20160824T000000,968951,4,3.05,3154,7768,3.0,0,0,3,9,3838,0,1956,0,98004,47.515282,-121.920017,1879,1678
848,20160825T000000,4044420,3,2.88,4292,10130,2.0,0,0,3,6,1856,2436,2004,0,98008,47.232543,-122.262531,1145,4384
849,20160826T000000,527845,3,1.94,4542,8440,1.0,0,0,3,8,1522,3020,1918,0,98005,47.35287,-122.101371,523,9922
850,20160827T000000,441313,4,2.29,1871,14135,3.0,0,0,3,7,2537,0,1992,0,98005,47.703412,-121.741694,4951,3025
851,20160828T000000,398341,3,4.13,820,9633,3.0,0,0,3,8,2997,0,1957,2009,98001,47.397037,-121.849117,4624,14220
852,20160829T000000,627940,3,3.33,4559,3550,1.5,0,0,4,10,1064,3495,1994,0,98008,47.740984,-122.322202,864,14190
853,20160830T000000,517217,3,3.76,1631,5225,1.0,0,0,3,12,1770,0,1905,0,98001,47.448557,-122.44876,3155,5228
854,20160831T000000,1606219,4,2.59,3078,1596,2.0,0,0,3,7,1559,1519,1903,0,98001,47.379186,-121.817038,908,3766
855,20160901T000000,2234997,3,3.21,4542,7054,2.0,0,0,3,8,1924,2618,1942,0,98008,47.625272,-122.248921,1814,3098
856,20160902T000000,531452,3,1.87,3867,2505,2.0,0,0,4,8,527,3340,1992,0,98002,47.151223,-122.00033,718,7761
857,20160903T000000,420313,4,3.47,1317,10053,2.5,0,0,5,11,719,598,1941,0,98004,47.162635,-121.753253,2039,1391
858,20160904T000000,827969,4,2.5,511,11832,2.0,0,0,3,8,905,0,1902,0,98002,47.556382,-121.937333,3933,11935
859,20160905T000000,434652,2,2.55,694,14286,1.0,0,0,3,9,2137,0,1900,0,98004,47.440858,-122.416697,2102,4784
860,20160906T000000,1359420,3,3.27,3037,7468,2.0,0,0,3,11,2298,739,2007,0,98005,47.653291,-122.31442,3204,7666
861,20160907T000000,875479,2,4.28,3342,8236,1.0,0,0,3,8,2818,524,1954,2002,98007,47.74139,-122.280672,4148,4837
862,20160908T000000,292211,3,1.22,2729,12923,2.0,0,0,4,11,2259,470,1914,0,98007,47.371857,-122.242136,1605,13795
863,20160909T000000,2655681,3,3.89,3509,2551,2.0,0,0,3,11,2174,1335,1946,1984,98002,47.517487,-121.934597,3911,2685
864,20160910T000000,2953215,4,2.02,2577,14928,1.0,0,0,5,11,1291,1286,1984,0,98002,47.450488,-121.996034,2988,7497
865,20160911T000000,502007,4,2.55,4367,12428,2.0,0,0,3,7,1462,2905,1945,0,98002,47.787127,-122.29684,1116,3914
866,20160912T000000,475050,4,1.08,943,14799,1.0,0,0,5,8,1809,0,1957,0,98003,47.681759,-122.432445,4821,8116
867,20160913T000000,839197,3,2.05,797,10928,1.0,0,0,1,10,1333,0,1994,2007,98006,47.738216,-122.328568,2918,10610
868,20160914T000000,817479,4,2.76,1344,7852,2.0,0,0,4,8,816,528,1970,0,98008,47.278038,-121.515619,527,14243
869,20160915T000000,1101153,3,1.2,1515,2449,1.0,0,0,4,9,1820,0,1980,0,98004,47.640768,-122.031453,3555,13383
870,20160916T000000,2457290,6,2.72,1884,6953,2.0,0,0,5,6,2885,0,1982,0,98007,47.285831,-121.632654,515,13393
871,20160917T000000,529787,4,4.24,1897,9456,1.0,0,0,2,6,1830,67,1938,0,98004,47.24612,-121.651248,3848,13282
872,20160918T000000,357972,2,1.37,1053,9042,2.0,0,0,3,8,3999,0,1902,0,98002,47.760986,-121.98848,832,4726
873,20160919T000000,293585,4,3.68,2850,3659,2.0,0,0,3,9,850,2000,1929,2005,98003,47.113513,-121.793312,2661,13965
874,20160920T000000,400859,3,2.43,1769,8509,2.0,0,0,2,8,1010,759,1934,0,98002,47.775772,-122.307248,2585,12821
875,20160921T000000,691307,4,3.29,1760,8893,1.5,0,0,3,9,3072,0,1956,0,98004,47.204483,-121.811603,4453,12505
876,20160922T000000,2130533,2,1.91,684,8445,3.0,0,0,3,8,991,0,1928,0,98006,47.673607,-122.227615,3289,5951
877,20160923T000000,540254,3,1.56,2910,3721,1.0,0,0,3,9,2431,479,1949,0,98007,47.293146,-121.667938,4761,7058
878,20160924T000000,1130013,4,1.56,4931,10654,1.0,0,3,3,9,2117,2814,1961,0,98006,47.345492,-122.416276,2752,8655
879,20160925T000000,786530,3,1.25,2709,13444,1.5,0,4,2,8,2556,153,1951,0,98008,47.25173,-121.726861,744,14077
880,20160926T000000,1846079,4,1.65,4172,10637,1.0,0,0,3,8,2020,2152,1913,0,98005,47.50986,-122.400063,2394,5610
881,20160927T000000,4086043,3,3.32,2381,11490,3.0,0,2,3,7,2083,298,1934,0,98003,47.343667,-121.618811,1856,8821
882,20160928T000000,579309,4,4.09,4796,3925,1.0,0,0,3,8,3108,1688,1927,0,98006,47.560175,-122.195795,1442,2084
883,20160929T000000,470768,4,3.85,1021,10824,2.0,0,0,3,9,2987,0,1957,0,98003,47.110953,-121.845607,3967,8583
884,20160930T000000,1460962,3,3.4,2387,11566,2.0,0,0,3,8,2075,312,1929,0,98002,47.145062,-122.012498,3692,10199
885,20161001T000000,1231862,3,1.39,3052,8104,1.0,0,1,4,8,3339,0,1989,0,98005,47.169763,-122.133697,2245,2317
886,20161002T000000,3120074,3,2.01,4309,14182,2.0,0,0,5,9,2261,2048,1906,0,98004,47.393296,-121.854558,2857,7880
887,20161003T000000,1111633,2,2.08,4655,7240,1.0,0,0,5,6,2491,2164,1938,0,98006,47.670357,-121.552477,4379,3349
888,20161004T000000,775568,3,1.87,4916,1512,1.5,0,0,4,11,3679,1237,1994,0,98006,47.721725,-122.45873,4277,8337
889,20161005T000000,1000374,4,2.8,3979,1215,1.0,0,0,3,5,1768,2211,1968,0,98001,47.271368,-121.581147,2615,3693
890,20161006T000000,1803125,5,2.87,1909,8299,2.5,0,0,3,12,3826,0,1934,0,98007,47.502059,-121.890918,2767,8208
891,20161007T000000,1240177,5,2.25,2194,12523,3.0,0,0,3,8,2580,0,2013,0,98004,47.637855,-121.692686,2767,11470
892,20161008T000000,900342,4,2.24,1026,11364,1.0,0,0,3,8,1546,0,2010,0,98006,47.302181,-122.116125,1996,14720
893,20161009T000000,1490837,4,3.9,3160,4153,1.0,0,0,3,7,3392,0,1951,0,98006,47.386305,-122.028157,3296,7881
894,20161010T000000,1352183,4,3.76,2672,8450,2.0,0,0,3,5,3113,0,1913,0,98004,47.466782,-121.631149,4981,4722
895,20161011T000000,1524552,3,2.08,779,2706,1.0,0,0,3,7,548,231,1962,0,98005,47.194412,-122.085152,1429,4693
896,20161012T000000,1068347,5,4.2,3464,11298,2.5,0,0,2,6,961,2503,1935,0,98003,47.118188,-121.96534,3824,5392
897,20161013T000000,777482,4,4.33,4477,2567,2.0,0,0,4,9,3137,1340,1990,0,98004,47.206964,-122.479805,856,13742
898,20161014T000000,781316,4,2.14,3169,11400,1.0,0,0,2,7,835,2334,1923,0,98003,47.538798,-122.341402,4810,8224
899,20161015T000000,1871784,2,2.24,3393,11523,2.0,0,0,3,9,1881,1512,1939,0,98005,47.151533,-121.858313,4564,14229
900,20161016T000000,370432,3,2.77,2251,11345,1.5,0,0,1,7,1645,606,1928,0,98005,47.232787,-121.783023,4341,8802
901,20161017T000000,1248077,3,4.29,4481,2128,2.5,0,0,3,11,858,3623,1952,0,98008,47.336498,-121.917399,4430,13527
902,20161018T000000,558966,4,4.07,2861,4510,2.5,0,0,3,8,2893,0,2008,0,98002,47.154509,-122.35669,1326,6717
903,20161019T000000,766343,4,1.36,4927,13515,1.0,0,0,4,6,692,4235,1921,0,98001,47.234189,-122.054595,1165,12439
904,20161020T000000,2041779,3,2.37,4631,8867,1.0,0,0,3,8,1939,2692,1971,0,98005,47.737889,-122.144905,2528,4134
905,20161021T000000,746479,6,2.94,2208,12845,3.0,0,0,3,7,1900,308,1914,0,98008,47.113509,-122.004339,4191,3598
906,20161022T000000,735845,2,2.76,3186,3365,2.5,0,0,3,7,1255,1931,2012,0,98008,47.557402,-121.629671,3082,11377
907,20161023T000000,294770,3,1.68,3395,6583,1.0,0,0,3,8,2184,1211,1968,0,98008,47.369086,-121.724139,1053,5052
908,20161024T000000,1347639,2,4.01,3276,5897,2.0,0,0,4,9,3717,0,1963,0,98005,47.570854,-122.41601,827,13741
909,20161025T000000,1209530,4,3.37,1619,6718,1.5,0,0,3,11,3025,0,1903,0,98003,47.512084,-121.609691,1688,4824
910,20161026T000000,3497832,5,3.93,3488,7001,1.0,0,0,3,8,1327,2161,1974,0,98005,47.256449,-122.028233,649,4520
911,20161027T000000,827642,3,4.01,4759,12113,2.5,0,0,4,12,1389,3370,1917,0,98004,47.693047,-121.756138,3353,2249
912,20161028T000000,1143118,4,3.62,4743,5567,1.0,0,0,4,11,1152,3591,1941,0,98002,47.444358,-122.359961,2436,7586
913,20161029T000000,811695,3,2.54,694,10271,2.5,0,0,3,10,2955,0,2012,0,98002,47.675775,-121.82928,4888,8843
914,20161030T000000,1912226,5,3.14,1162,12703,1.0,0,0,3,8,2833,0,1929,0,98004,47.384209,-122.263674,3236,3074
915,20161031T000000,549376,4,1.56,979,14329,2.0,0,0,3,7,2421,0,1914,0,98006,47.78928,-122.061619,1456,3504
916,20161101T000000,962404,4,3.36,4718,3741,1.0,0,0,3,7,1350,3368,1969,0,98005,47.639343,-122.483137,3748,13982
917,20161102T000000,1097583,1,1.63,1923,4020,2.0,0,0,3,9,610,1313,1954,0,98007,47.776165,-122.348389,915,13997
918,20161103T000000,856673,5,3.43,3208,7256,2.0,0,0,4,8,1119,2089,1952,0,98001,47.460029,-122.40792,3954,3014
919,20161104T000000,535218,4,1.8,3675,1228,1.0,0,0,3,7,1292,2383,1915,0,98008,47.431584,-122.260256,3145,5944
920,20161105T000000,938730,3,1.41,4314,9362,2.0,0,0,4,8,2597,1717,2010,0,98005,47.628818,-122.399982,4274,1948
921,20161106T000000,1260187,4,1.58,2514,1294,1.5,0,0,3,5,3585,0,2003,0,98002,47.716204,-121.80809,584,1106
922,20161107T000000,419727,3,1.01,4289,5284,1.0,0,0,2,9,1657,2632,1972,0,98001,47.774902,-122.47096,2435,11683
923,20161108T000000,720911,5,3.52,2943,9617,2.0,0,0,3,6,1087,1856,2006,0,98007,47.327186,-121.882259,1916,5692
924,20161109T000000,419576,2,3.56,1411,14264,1.0,0,0,4,9,3143,0,1933,0,98006,47.659093,-122.359292,1570,9346
925,20161110T000000,2000415,4,2.8,3713,14390,2.0,0,0,4,10,3914,0,1926,0,98003,47.247452,-121.554839,3912,4240
926,20161111T000000,236868,4,1.56,2864,7801,2.0,0,0,3,7,3217,0,1912,1992,98003,47.481902,-121.566906,2021,9987
927,20161112T000000,546377,2,1.29,4129,1918,2.0,0,0,3,8,1809,2320,1999,0,98007,47.225894,-122.274497,2001,13559
928,20161113T000000,1149793,3,1.07,3972,12445,1.0,0,0,3,10,2457,1515,1926,0,98005,47.343178,-121.885579,4591,10762
929,20161114T000000,1799642,1,1.58,1180,1498,1.5,0,0,4,7,2861,0,1972,0,98005,47.751951,-122.471995,2973,14731
930,20161115T000000,584859,3,4.12,1109,3809,1.5,0,1,4,7,3153,0,1968,0,98001,47.202263,-121.568211,1235,6303
931,20161116T000000,491429,3,1.85,2656,5961,2.0,0,0,3,8,796,1860,2014,0,98001,47.542681,-121.977013,3338,2634
932,20161117T000000,3061310,4,2.24,4366,10017,2.0,0,0,3,8,2129,2237,1985,0,98006,47.515068,-122.456777,3062,14548
933,20161118T000000,236734,3,1.37,871,4779,2.0,0,0,3,9,1068,0,1930,0,98005,47.184517,-122.1575,4406,11130
934,20161119T000000,127411,3,1.78,1115,11050,1.0,0,0,3,7,1687,0,1902,0,98002,47.328185,-122.423151,1772,2532
935,20161120T000000,985419,4,2.82,2753,3118,1.0,0,0,3,8,1331,1422,1929,0,98003,47.494087,-122.107056,2362,8608
936,20161121T000000,551309,2,3.13,4638,7391,1.0,0,0,3,7,1109,3529,1920,0,98006,47.231025,-121.830074,4726,12220
937,20161122T000000,371611,5,1.86,1364,1145,1.0,0,2,4,10,515,849,1998,0,98008,47.660437,-122.03011,2263,13409
938,20161123T000000,1032596,4,1.2,1768,14929,1.0,0,0,3,7,3915,0,1905,0,98001,47.78051,-122.116278,4918,2440
939,20161124T000000,851344,4,2.37,1284,8942,1.0,0,0,5,10,3649,0,1991,0,98008,47.250332,-122.380843,1322,10590
940,20161125T000000,561709,4,1.82,4678,14607,1.0,0,0,3,8,1869,2809,1931,0,98002,47.230838,-122.255061,1042,4646
941,20161126T000000,312266,5,1.77,2737,5565,1.0,0,0,3,9,571,2166,1941,0,98005,47.418455,-122.399857,3265,12589
942,20161127T000000,1533048,3,4.36,4554,12769,1.0,0,0,3,8,769,3785,2000,0,98004,47.623436,-121.692501,2578,6599
943,20161128T000000,1085062,2,3.16,1435,1192,1.0,0,0,3,9,786,649,1961,0,98001,47.29712,-122.36476,1384,13437
944,20161129T000000,771679,3,2.95,4480,6187,1.0,0,0,3,8,565,3915,1988,0,98006,47.113916,-121.904627,4786,13994
945,20161130T000000,2806260,4,2.46,2838,7637,1.5,0,0,3,9,1379,1459,1931,0,98004,47.478854,-122.15726,4149,12234
946,20161201T000000,292663,2,2.5,825,13080,2.0,0,0,3,8,567,258,1998,0,98002,47.76962,-122.274022,4071,2615
947,20161202T000000,236226,4,2.89,2034,9243,1.0,0,0,3,8,1716,318,1985,0,98008,47.373894,-121.860532,4433,10705
948,20161203T000000,491969,6,3.44,3980,3410,1.5,0,0,3,8,3626,354,1987,0,98007,47.394094,-122.042998,4166,8994
949,20161204T000000,968122,4,3.46,4361,2820,1.0,0,4,3,10,3527,834,1938,0,98003,47.778231,-122.099855,2221,7296
950,20161205T000000,891263,4,1.6,2485,3964,1.0,0,0,2,9,1902,583,1963,0,98007,47.586225,-121.907148,874,3598
951,20161206T000000,636849,2,2.75,3278,3521,1.0,0,0,3,8,1473,1805,1929,0,98007,47.60342,-122.008732,1057,10036
952,20161207T000000,906567,4,2.44,1770,11061,1.5,0,0,4,9,3739,0,1962,0,98007,47.493891,-122.196516,1780,12611
953,20161208T000000,280690,4,4.05,1140,3568,2.0,0,0,3,9,3980,0,2013,0,98002,47.782226,-121.940939,3923,4530
954,20161209T000000,4117804,2,3.21,4578,6882,1.0,1,1,4,11,1007,3571,1995,0,98003,47.582207,-121.830501,1628,8590
955,20161210T000000,708317,2,2.86,1867,14742,1.0,0,0,3,10,3384,0,1930,0,98002,47.726523,-122.473307,1860,3327
956,20161211T000000,1918371,5,1.4,4542,2867,2.5,0,0,3,9,1625,2917,1986,0,98007,47.589565,-122.034128,4097,7565
957,20161212T000000,944739,4,3.12,3075,8465,1.0,0,0,3,8,1385,1690,1939,0,98001,47.614581,-122.442317,1600,8767
958,20161213T000000,1227768,4,1.41,4103,8602,1.0,0,0,4,10,3341,762,1932,0,98007,47.303288,-122.313595,2034,12232
959,20161214T000000,1083708,5,2.18,2081,11930,2.5,0,0,4,9,2969,0,1962,0,98001,47.312435,-121.939491,3125,2976
960,20161215T000000,1189021,4,1.5,2486,12461,2.0,0,0,3,12,2487,0,1924,0,98006,47.648089,-121.633811,4627,2835
961,20161216T000000,1070926,3,3.42,2740,4199,1.5,0,0,3,7,1274,1466,1935,0,98007,47.307694,-121.617194,2131,5899
962,20161217T000000,1984396,3,1.72,4466,11771,1.5,0,3,3,6,3025,1441,1923,0,98004,47.493939,-122.430056,557,1354
963,20161218T000000,733141,3,2.37,2605,7103,1.0,0,0,3,6,1425,1180,1994,0,98002,47.274547,-122.080895,1627,10797
964,20161219T000000,1050441,3,4.13,628,14722,1.0,0,0,3,9,619,9,1957,0,98007,47.671888,-121.916994,811,5473
965,20161220T000000,905148,4,1.72,4496,13197,2.0,0,0,3,11,2438,2058,1938,0,98002,47.177351,-122.35293,4217,4195
966,20161221T000000,1368638,4,2.78,1351,14127,1.0,0,0,3,4,3862,0,1945,0,98008,47.680613,-121.734568,2501,11319
967,20161222T000000,548304,5,2.47,4603,1240,1.5,0,0,4,9,987,3616,1976,0,98007,47.521911,-121.755765,3237,14868
968,20161223T000000,2789367,3,1.06,2576,4440,2.5,0,2,3,9,3732,0,1909,0,98004,47.230837,-121.596659,4377,10179
969,20161224T000000,791727,4,3.77,3494,5631,3.0,0,0,3,9,2625,869,1986,0,98007,47.479425,-122.491514,2782,13520
970,20161225T000000,328528,4,1.24,4244,10599,1.0,0,4,3,8,3609,635,1981,0,98005,47.297749,-122.283316,3683,9345
971,20161226T000000,916774,4,2.66,3256,12694,2.0,0,0,3,10,3965,0,1931,0,98006,47.326427,-121.672813,1931,1906
972,20161227T000000,382213,4,2.96,2144,13230,1.5,0,0,2,6,940,1204,1996,0,98008,47.34607,-121.82942,3625,12955
973,20161228T000000,1608116,3,3.2,4871,9274,2.5,0,0,3,9,961,3910,1935,0,98002,47.144323,-121.60561,4834,8198
974,20161229T000000,462794,3,3.41,3644,6077,1.0,0,0,3,7,1111,2533,1927,0,98008,47.790173,-122.44282,2275,2620
975,20161230T000000,445728,2,1.89,742,4768,1.0,0,0,4,8,1817,0,1915,0,98006,47.122074,-121.903036,1818,12820
976,20161231T000000,245288,3,1.03,4585,10142,1.0,0,0,4,10,3971,614,1915,0,98002,47.563748,-121.930953,4707,12766
977,20170101T000000,415978,3,3.53,670,8995,1.0,0,0,3,7,2159,0,1917,0,98002,47.359859,-122.464326,3659,5418
978,20170102T000000,109256,4,2.87,1152,9802,1.0,0,0,2,7,1416,0,1907,0,98005,47.552207,-121.986478,1828,9523
979,20170103T000000,286535,5,3.93,4012,13861,2.0,0,1,3,9,3663,349,2005,0,98007,47.349374,-121.89048,4885,5338
980,20170104T000000,1166117,4,3.87,1999,7429,2.0,0,0,3,8,3156,0,1979,0,98001,47.571625,-122.308707,4474,1429
981,20170105T000000,1245755,4,3.95,2599,14276,1.0,0,0,3,8,505,2094,1974,0,98006,47.610465,-122.22667,4965,6301
982,20170106T000000,917046,3,2.7,2658,4605,1.5,0,0,3,7,1180,1478,1969,0,98004,47.583387,-121.859653,719,14784
983,20170107T000000,297930,4,2.17,2472,13746,1.0,0,0,3,5,3442,0,1900,0,98006,47.179773,-122.031699,3802,3423
984,20170108T000000,794789,2,3.77,4425,12475,2.5,0,0,4,8,2818,1607,1961,0,98007,47.559825,-121.641986,3366,9272
985,20170109T000000,676005,3,2.58,2758,3173,2.5,0,2,3,6,2143,615,1975,0,98005,47.295991,-122.157618,2396,2573
986,20170110T000000,429627,3,1.64,4539,12676,3.0,0,0,4,11,3358,1181,1937,0,98003,47.120161,-122.23334,4944,9035
987,20170111T000000,1819441,3,3.99,2535,10714,2.5,0,0,3,6,3106,0,1991,0,98008,47.390381,-121.515134,2802,1419
988,20170112T000000,1447395,2,4.09,3771,7568,1.0,0,0,3,8,598,3173,1944,0,98003,47.40348,-121.588864,4684,1466
989,20170113T000000,491335,2,2.63,1357,3601,1.0,0,0,3,6,1025,332,1957,0,98005,47.427022,-122.471007,4226,6176
990,20170114T000000,738752,3,1.26,4323,3657,2.0,0,0,3,6,2741,1582,1980,0,98008,47.593377,-121.729271,2542,4393
991,20170115T000000,799420,6,2.36,1549,7080,2.5,0,0,2,9,1680,0,1900,0,98007,47.316191,-122.389665,1022,10757
992,20170116T000000,208260,3,3.81,4490,14854,1.0,0,0,3,9,2189,2301,1931,0,98005,47.320696,-122.472515,3207,10710
993,20170117T000000,427221,3,4.16,798,8325,1.0,0,0,3,5,1638,0,1907,0,98001,47.142387,-122.226304,3498,8433
994,20170118T000000,311630,3,1.71,1423,3159,2.0,0,0,3,4,895,528,1939,0,98006,47.580775,-122.230654,4421,8394
995,20170119T000000,368947,4,1.23,4732,11641,1.0,0,0,3,6,1269,3463,1955,0,98007,47.497478,-121.680681,1409,13222
996,20170120T000000,732113,3,4.07,4806,4830,1.5,0,0,5,9,2326,2480,1962,0,98008,47.344598,-121.789333,4633,3035
997,20170121T000000,2971871,3,2.36,3299,9313,2.0,0,2,3,9,3571,0,2006,0,98006,47.593632,-121.518391,2380,9995
998,20170122T000000,1083801,3,2.9,4562,5368,1.0,0,0,3,5,2045,2517,2009,0,98003,47.47615,-121.788487,3779,10269
999,20170123T000000,584837,1,4.39,4545,2317,1.0,0,2,3,8,3427,1118,1987,2009,98007,47.428471,-122.081744,4805,2632
1000,20170124T000000,1106933,1,1.23,2302,5493,2.0,0,0,3,9,3785,0,1973,0,98004,47.457927,-121.801072,3060,2984
